experience,skills_score,aptitude_score,coding_speed_sec,sys_design_score,hire
5,40,63,3327,5,0
7,29,88,2475,4,1
12,73,72,3260,10,1
0,28,52,555,10,1
4,61,76,216,1,1
2,35,95,1682,1,0
1,43,76,1839,2,0
10,23,47,3386,4,1
7,63,69,1091,1,1
6,42,49,2173,1,1
9,61,54,3027,9,1
6,85,32,1030,3,1
4,38,60,397,9,1
11,39,76,1130,9,1
12,47,99,2389,2,1
8,43,60,755,6,1
4,21,57,804,7,1
1,26,86,588,3,1
2,20,76,3534,5,0
3,30,89,3292,6,1
4,70,57,2514,5,1
12,79,50,1657,3,1
2,50,78,1767,6,1
11,49,90,187,5,1
6,96,33,3186,6,1
4,43,31,2601,6,1
4,37,85,2824,9,1
5,77,60,3517,6,1
6,96,51,1251,10,1
9,36,84,495,2,1
9,65,52,1794,9,1
7,38,81,393,2,1
8,31,40,1799,3,1
10,31,89,1641,2,1
3,69,89,588,8,1
4,85,98,1353,8,1
4,39,56,1342,1,1
7,25,32,3474,9,1
8,20,51,2321,1,1
6,26,64,2874,10,1
4,74,72,2990,1,1
2,93,100,3107,7,1
0,34,96,1464,6,1
10,43,74,2518,8,1
8,48,86,2476,1,1
4,90,59,3591,7,1
8,53,41,773,10,1
9,97,92,2893,9,1
11,56,77,1323,8,1
12,61,63,2538,2,1
3,83,80,2884,5,1
4,38,56,791,4,1
3,42,98,461,8,1
1,90,40,3098,8,1
11,25,79,1242,10,1
0,74,39,2608,4,1
7,96,54,3080,6,1
3,58,35,3055,6,1
4,44,49,2078,5,1
5,23,44,1444,8,1
7,52,33,576,9,1
10,85,97,3286,4,1
7,21,73,1817,9,1
6,33,34,604,10,1
3,69,47,2059,3,1
5,30,54,245,2,1
3,53,32,3519,2,0
6,57,42,289,6,1
11,58,38,798,3,1
12,41,57,3351,2,1
11,61,37,159,4,1
12,76,39,1009,1,1
12,97,60,3133,3,1
10,57,92,3027,9,1
0,28,73,388,4,0
4,48,97,2378,10,1
9,88,45,1913,3,1
11,61,30,3438,9,1
9,79,97,1693,9,1
3,58,79,162,4,1
10,91,59,2927,8,1
6,79,57,1449,4,1
12,72,92,2398,3,1
8,95,43,2640,9,1
4,27,75,345,2,1
3,40,80,3578,10,1
8,75,33,2362,1,1
4,67,94,1223,7,1
8,66,88,345,10,1
7,28,51,1713,7,1
3,97,40,3337,2,1
10,20,100,376,2,1
10,74,56,2873,7,1
6,50,90,604,6,1
4,99,57,3085,2,1
9,30,32,246,10,1
3,85,72,2594,2,1
4,79,64,3095,8,1
4,50,80,2120,1,1
10,69,62,1037,9,1
8,79,69,1880,5,1
11,81,77,379,9,1
8,58,97,180,2,1
5,22,77,1756,2,0
3,77,96,1195,1,1
1,87,80,1121,10,1
2,49,82,1900,3,1
1,86,98,1610,10,1
4,87,48,1118,6,1
5,77,92,3308,3,1
10,96,69,1482,10,1
4,72,70,3493,1,1
1,33,92,178,9,1
11,29,53,2360,8,1
4,97,70,3417,9,1
8,100,99,2259,1,1
3,41,85,1497,4,1
11,82,94,3360,3,1
9,80,58,744,5,1
1,65,96,3593,5,1
2,56,44,3101,2,0
2,40,37,1475,9,1
8,22,46,1299,5,1
3,38,94,2966,8,1
0,51,55,2023,7,1
0,98,77,169,8,1
6,43,85,3491,1,1
6,92,92,1063,7,1
1,93,43,2297,1,1
8,67,93,1318,3,1
8,77,56,1653,6,1
4,59,60,2943,6,1
2,26,70,1993,6,1
2,65,78,1637,4,1
11,34,36,2297,10,1
2,93,85,3191,1,1
5,24,57,969,1,0
3,78,59,3555,8,1
7,89,61,2350,2,1
12,41,71,3375,4,1
10,47,49,1463,8,1
12,73,46,2413,8,1
10,38,47,577,5,1
10,33,30,2574,7,1
4,67,83,1767,5,1
0,26,89,684,2,0
8,98,93,3000,9,1
0,51,38,240,5,1
5,41,67,1347,7,1
0,65,96,2772,8,1
2,32,69,2123,7,1
9,41,33,1123,10,1
4,29,41,817,5,1
9,63,67,1711,10,1
6,43,84,3024,9,1
9,78,59,3494,1,1
7,81,61,1162,2,1
11,91,66,2809,6,1
8,91,48,2891,2,1
5,74,43,2699,5,1
10,68,97,442,7,1
8,69,36,858,6,1
7,38,33,381,6,1
8,77,65,2734,6,1
9,67,33,2531,5,1
3,91,82,909,3,1
8,31,30,862,6,1
6,39,62,1002,9,1
4,64,65,1466,8,1
4,45,31,896,5,1
0,100,72,2999,9,1
1,50,33,152,10,1
9,78,66,2622,2,1
2,22,38,3060,7,0
7,37,57,3368,7,1
5,40,40,2708,10,1
11,76,75,396,6,1
9,61,95,809,4,1
10,81,42,2143,10,1
12,49,32,1464,6,1
4,80,30,3544,2,0
12,55,83,323,3,1
0,74,83,274,6,1
11,23,94,673,2,1
10,34,73,259,2,1
11,90,59,1272,8,1
8,76,94,3562,3,1
2,82,72,3514,10,1
2,96,99,3058,2,1
1,83,98,580,10,1
3,36,54,2290,2,0
11,72,71,2528,2,1
1,59,45,3165,8,1
12,89,75,948,1,1
8,69,51,1524,6,1
11,87,88,2106,5,1
9,34,88,502,8,1
6,91,41,3497,4,1
7,53,58,1472,3,1
2,49,59,3501,7,1
5,92,78,3144,7,1
9,43,79,1943,7,1
5,27,43,3061,2,0
12,76,92,1020,1,1
0,89,83,2417,8,1
5,44,33,1103,10,1
12,96,70,1446,5,1
2,53,77,2538,8,1
10,44,65,2145,7,1
2,37,93,2363,2,0
2,92,40,457,5,1
9,89,98,3022,9,1
10,33,100,1624,8,1
10,25,73,1720,5,1
9,55,47,1410,2,1
10,55,68,3590,7,1
7,94,89,1131,10,1
12,37,78,2897,5,1
4,34,71,1201,6,1
3,35,68,2727,6,0
12,95,44,2930,8,1
8,33,83,1492,9,1
8,66,95,1557,6,1
0,73,74,2857,9,1
1,77,96,262,2,1
7,96,54,1225,7,1
4,49,59,1040,10,1
6,65,39,1998,5,1
0,35,41,1218,8,1
11,20,49,1167,3,1
9,60,54,482,9,1
11,46,45,2161,8,1
4,96,69,2809,6,1
10,81,75,983,10,1
11,100,65,143,9,1
2,47,59,1710,4,1
9,39,94,2589,2,1
11,74,85,3024,8,1
11,70,79,2114,5,1
1,88,38,1769,7,1
1,92,41,159,9,1
8,53,54,1136,2,1
12,46,96,2311,3,1
3,57,91,2656,4,1
3,48,48,616,10,1
6,54,93,1907,1,1
9,39,48,346,8,1
9,38,85,2759,2,1
12,24,32,865,4,1
1,44,91,1627,6,1
2,45,49,2280,10,1
2,70,58,544,2,1
5,85,64,2789,2,1
2,80,72,3516,7,1
10,34,32,1547,10,1
4,64,34,1268,9,1
3,25,88,2338,9,1
2,77,70,312,7,1
7,20,31,1375,8,1
9,92,59,504,10,1
2,62,59,1645,8,1
5,35,66,1629,9,1
12,33,98,2979,8,1
6,93,61,608,6,1
6,38,76,1954,2,1
1,70,46,298,6,1
2,27,57,3599,1,0
11,67,39,2994,7,1
9,31,55,3533,5,1
9,89,89,1959,3,1
3,54,85,2488,4,1
6,89,52,3388,9,1
1,25,43,3341,10,0
2,30,91,373,2,0
6,57,96,1213,2,1
6,45,59,650,3,1
9,47,69,421,5,1
2,91,96,3043,4,1
11,99,48,3412,9,1
0,69,42,2937,2,0
11,77,96,3389,6,1
2,45,80,241,9,1
4,63,76,2268,8,1
6,34,36,2158,9,1
3,95,100,1547,5,1
12,43,97,2706,2,1
12,96,97,735,7,1
10,78,70,175,5,1
10,76,77,1557,9,1
0,36,47,2569,2,0
5,96,72,2711,3,1
1,100,65,1073,5,1
11,20,97,205,3,1
2,30,57,730,10,1
3,39,80,994,8,1
5,50,33,3373,1,0
5,58,38,2959,10,1
6,82,95,2878,9,1
4,25,81,912,7,1
6,47,70,2821,7,1
1,70,44,1893,3,1
0,72,96,509,10,1
11,63,98,1815,7,1
9,84,54,791,10,1
7,99,66,3108,8,1
0,31,33,2784,3,0
11,47,98,2535,9,1
1,98,44,520,3,1
10,91,82,2573,8,1
11,87,39,1531,8,1
9,49,77,1786,3,1
5,54,80,1770,1,1
0,25,100,3098,2,0
9,49,66,1792,2,1
2,99,69,1957,9,1
6,82,99,445,7,1
11,27,63,534,10,1
7,52,31,302,10,1
3,62,42,3100,1,0
11,95,51,1318,7,1
2,62,76,573,8,1
0,64,75,238,7,1
11,73,74,2972,8,1
8,84,69,1987,4,1
9,26,39,201,2,1
5,55,57,2990,2,1
5,44,67,2175,2,1
8,56,69,266,1,1
0,31,67,3041,7,0
5,51,40,2174,5,1
11,68,33,1980,6,1
4,57,100,1515,3,1
12,75,70,2514,3,1
10,99,36,575,3,1
5,84,46,2805,1,1
10,45,70,996,7,1
7,76,63,1655,4,1
4,33,38,1642,5,1
1,75,49,188,5,1
11,89,39,2765,7,1
11,60,52,2744,7,1
1,70,32,207,5,1
9,86,75,1020,3,1
4,31,67,1592,10,1
2,68,73,2699,10,1
9,20,82,717,6,1
2,38,51,2731,3,0
7,85,47,1656,2,1
6,77,33,1454,4,1
0,91,83,1098,1,1
11,23,34,1175,5,1
12,27,90,2136,5,1
11,46,55,359,4,1
4,45,86,3308,8,1
8,62,70,209,9,1
3,59,53,1447,4,1
0,69,62,2209,2,0
7,86,100,799,8,1
4,92,73,1417,3,1
1,93,95,3375,9,1
11,48,53,3304,7,1
0,61,76,2246,2,0
11,37,56,3056,4,1
11,100,43,1261,5,1
11,40,59,2445,5,1
2,86,61,2938,9,1
8,81,63,2634,2,1
0,46,76,2669,10,1
3,66,75,1950,8,1
7,45,64,1575,2,1
7,28,66,1973,2,1
9,31,58,387,9,1
11,35,86,1775,4,1
10,66,87,166,10,1
12,75,40,1624,2,1
10,85,78,764,6,1
7,70,71,1601,8,1
9,46,83,1227,7,1
7,92,78,1113,4,1
3,85,65,905,7,1
7,81,87,354,9,1
8,90,30,2582,10,1
6,27,38,2152,7,1
11,57,30,335,4,1
1,25,65,727,1,0
8,78,38,3100,2,1
10,38,82,3364,10,1
7,98,86,801,1,1
12,75,90,3176,4,1
4,47,43,2179,8,1
11,29,80,2266,6,1
2,64,83,3157,4,0
6,84,58,2589,2,1
1,69,90,828,9,1
12,51,98,650,9,1
2,80,34,3355,10,1
11,35,42,1829,8,1
8,25,90,658,8,1
3,85,77,2599,6,1
3,81,87,1025,9,1
2,85,63,1105,7,1
4,86,52,2366,5,1
2,38,31,1895,3,0
8,23,65,3387,2,0
2,62,32,3150,7,1
1,37,70,663,8,1
11,65,70,2934,1,1
4,65,68,1146,8,1
5,40,69,295,5,1
0,49,61,1653,6,1
11,83,69,1139,4,1
10,60,47,3315,5,1
5,36,53,1413,5,0
9,24,47,161,6,1
2,24,33,2805,1,0
3,92,35,3299,9,1
5,94,79,1986,1,1
7,67,55,3382,3,1
8,97,83,289,2,1
5,57,86,1836,2,1
6,25,30,3515,5,0
4,77,43,1105,2,1
11,33,51,2343,3,1
8,91,98,2444,7,1
3,78,44,3354,1,0
9,84,64,3533,7,1
10,32,60,2791,7,1
5,46,67,1916,10,1
4,44,80,1265,10,1
0,75,64,685,7,1
4,87,87,1464,5,1
12,78,83,551,3,1
4,68,35,760,2,1
8,37,75,342,4,1
0,100,92,1777,6,1
4,94,66,1394,10,1
6,95,91,1352,3,1
10,22,60,2816,10,1
5,98,100,516,7,1
5,76,83,1146,5,1
11,25,93,676,10,1
6,88,63,2153,2,1
5,50,46,3285,10,1
4,27,91,1682,3,1
9,29,93,2481,8,1
4,22,99,589,1,1
8,31,42,2271,6,1
7,95,51,2599,5,1
11,38,89,1209,5,1
9,40,40,3563,7,1
3,100,82,1677,8,1
3,33,80,2535,9,1
9,94,80,2417,8,1
4,48,39,2607,10,1
12,26,96,2297,1,1
12,68,90,3135,4,1
2,84,61,3586,6,1
7,26,85,3254,4,1
6,33,82,1377,2,1
4,35,60,1743,4,1
9,35,75,1994,4,1
2,32,54,3537,9,1
4,48,62,3246,3,0
2,92,81,2887,9,1
9,80,65,2906,1,1
4,56,71,2716,7,1
0,36,89,3494,2,0
5,50,63,2555,3,1
9,78,48,2283,2,1
3,66,41,1242,5,1
3,25,96,236,2,1
7,51,67,1502,2,1
1,50,43,680,2,1
3,37,83,2363,5,1
1,28,87,1633,7,1
0,22,91,3142,5,0
9,90,74,1113,9,1
12,45,38,2264,8,1
12,32,97,1110,7,1
2,53,94,2452,6,1
11,62,88,1830,1,1
7,52,33,2921,6,1
5,88,56,1810,8,1
11,55,86,808,1,1
6,98,88,1842,8,1
1,93,73,784,6,1
5,87,31,2022,6,1
7,66,54,1593,1,1
7,80,83,992,9,1
3,64,63,3314,1,0
5,67,51,2675,2,1
4,60,39,3474,8,1
8,57,33,1769,10,1
7,87,41,2370,3,1
1,94,83,2218,10,1
11,30,55,312,5,1
12,35,48,1762,3,1
6,84,79,2614,10,1
6,90,70,1135,4,1
10,86,64,491,3,1
11,90,42,2932,2,1
0,20,77,818,9,1
0,90,95,1998,5,1
11,23,47,158,6,1
3,56,30,1179,5,1
4,33,65,1199,4,1
3,98,80,799,6,1
6,44,63,2435,7,1
2,23,73,767,5,1
6,85,63,1529,6,1
12,62,93,3343,4,1
7,45,94,612,7,1
5,34,65,1997,10,1
5,25,62,1594,3,1
7,56,86,2241,8,1
7,62,40,1773,1,1
6,61,61,971,3,1
5,32,66,3487,10,1
5,35,74,1758,10,1
9,61,74,1154,8,1
10,57,45,2504,2,1
12,85,31,1879,6,1
12,84,93,1658,1,1
5,24,36,2054,7,1
7,49,54,3106,6,1
0,62,39,356,8,1
4,51,84,810,2,1
2,86,33,2471,6,1
11,86,42,440,1,1
7,61,91,2030,7,1
10,24,88,2264,8,1
5,78,44,216,8,1
1,42,54,2720,7,0
12,27,91,3584,6,1
6,87,96,1813,4,1
6,89,70,754,8,1
12,38,90,3371,4,1
4,63,79,1214,6,1
7,57,32,3467,3,1
4,63,44,697,3,1
0,25,33,1635,2,0
8,22,99,1752,9,1
3,99,81,1227,5,1
12,52,49,3320,5,1
1,85,79,1022,7,1
3,77,32,3383,6,1
12,45,79,2086,7,1
8,47,98,3371,7,1
1,62,34,1967,1,0
3,94,83,3155,6,1
1,35,86,715,10,1
4,42,41,471,6,1
2,78,49,3197,6,0
9,54,31,2664,8,1
1,60,48,2107,5,0
8,41,34,734,5,1
4,93,35,2819,8,1
9,20,42,1825,1,1
4,65,57,147,7,1
0,41,37,837,7,1
5,51,57,299,3,1
12,49,30,1165,1,1
6,62,74,3084,9,1
0,31,71,3345,5,0
8,90,56,1569,6,1
7,46,91,1412,7,1
11,45,81,2655,2,1
7,37,46,2282,7,1
6,94,93,3171,3,1
4,85,81,3524,6,1
2,100,75,3152,8,1
11,80,59,1624,4,1
8,65,65,1387,9,1
6,48,86,2088,6,1
10,51,72,3426,8,1
9,34,34,2861,1,0
9,79,64,2247,6,1
7,47,80,2490,2,1
5,46,68,834,1,1
11,60,84,468,4,1
10,66,51,3277,5,1
4,52,38,2668,3,0
7,63,71,3500,9,1
2,69,41,1651,3,1
11,29,38,1943,7,1
12,43,83,2719,1,1
12,53,32,657,10,1
6,39,57,186,3,1
1,44,57,3533,8,1
2,74,70,3151,4,1
12,62,59,2484,10,1
11,72,71,997,3,1
1,69,98,761,2,1
4,74,64,1616,9,1
6,32,58,1354,4,1
10,68,55,136,5,1
9,29,85,473,5,1
10,30,53,1736,4,1
10,97,75,328,4,1
10,39,67,2646,9,1
9,91,76,1031,2,1
12,98,47,772,5,1
0,67,39,644,3,0
12,95,71,2108,7,1
9,36,90,288,4,1
8,52,69,1297,2,1
0,39,50,1566,10,1
0,65,32,1858,6,0
11,50,38,1477,8,1
9,70,82,1204,5,1
7,38,72,3265,3,1
5,81,93,3058,5,1
5,63,91,897,5,1
11,96,50,244,3,1
8,57,93,3300,1,1
3,68,34,3035,8,1
7,84,84,3493,1,1
3,30,86,3438,3,0
1,46,73,591,6,1
10,77,40,1630,2,1
7,83,40,799,2,1
11,84,31,2540,5,1
6,34,100,2669,5,1
3,20,62,1155,9,1
8,38,83,491,1,1
8,75,44,2608,3,1
7,83,36,1895,7,1
0,53,56,630,5,1
6,83,68,829,5,1
4,29,52,1334,1,0
6,95,90,1106,7,1
11,79,33,696,8,1
8,58,81,1592,2,1
1,85,50,1094,8,1
12,51,64,1497,10,1
10,70,66,1996,9,1
3,45,83,2732,7,1
3,76,73,1728,2,1
1,79,81,871,9,1
2,74,61,1885,4,1
10,25,83,1680,1,1
12,26,30,2287,7,1
7,85,68,831,5,1
11,100,91,1826,5,1
8,45,58,2032,7,1
5,97,91,2645,4,1
9,24,64,982,2,1
1,20,67,2849,4,0
1,21,99,125,2,1
6,84,78,1004,10,1
7,29,35,3368,10,1
7,69,56,1644,5,1
5,70,85,1431,8,1
9,88,55,674,5,1
7,60,73,1326,5,1
0,77,96,3135,4,1
8,96,93,1311,2,1
12,87,50,3341,5,1
11,43,55,1131,3,1
0,75,56,1844,10,1
12,55,49,1420,9,1
2,21,54,543,2,0
11,75,71,1382,3,1
8,100,40,2557,5,1
10,31,100,468,5,1
4,31,70,1761,2,1
8,91,97,386,8,1
8,41,86,1062,8,1
5,93,72,3327,6,1
10,81,95,986,4,1
0,83,43,1512,3,1
9,47,96,3234,8,1
6,47,56,3491,3,1
5,23,95,2128,9,1
8,64,100,1924,7,1
6,32,79,489,6,1
11,99,81,459,5,1
10,23,78,2656,5,1
11,80,83,2661,1,1
12,45,59,3216,5,1
3,25,79,1897,5,1
6,96,98,3006,3,1
1,75,72,2772,9,1
5,100,64,1971,10,1
5,46,50,1033,10,1
1,54,69,1098,8,1
3,77,97,1240,10,1
7,82,55,2346,1,1
7,52,73,2449,2,1
12,100,88,2216,8,1
7,52,91,1132,7,1
7,88,36,2415,6,1
0,59,70,2654,9,1
1,66,31,489,5,1
11,64,84,405,9,1
3,46,89,3193,1,0
11,26,35,277,1,1
8,77,99,3256,8,1
2,33,92,2989,3,1
5,23,87,2554,10,1
6,53,59,618,10,1
7,99,89,2510,1,1
12,57,91,1199,9,1
6,39,35,3242,6,1
2,65,45,2999,8,1
5,38,36,3552,9,1
4,20,78,120,4,1
12,42,37,1352,3,1
11,81,38,2837,10,1
9,92,82,1072,4,1
3,47,97,392,6,1
0,99,52,2723,6,1
12,96,68,2536,8,1
6,52,88,607,10,1
7,22,72,2547,4,1
1,98,38,2538,5,1
6,35,52,3174,5,1
5,49,87,746,2,1
4,44,71,3365,6,1
12,97,71,3246,6,1
3,20,48,327,3,0
1,52,74,1551,1,0
9,56,39,2013,10,1
5,48,93,2303,7,1
4,56,63,868,4,1
1,80,30,1809,4,1
9,27,72,2624,6,1
6,20,79,1205,2,1
5,82,74,2586,3,1
11,84,80,266,2,1
10,65,38,1899,4,1
8,62,40,2853,3,1
10,29,82,415,10,1
9,29,66,798,3,1
4,81,40,1775,4,1
8,70,58,2055,9,1
8,64,76,3371,1,1
12,92,39,705,6,1
0,92,73,2483,1,1
4,64,31,1435,10,1
8,77,36,3138,2,1
6,85,89,3259,2,1
5,43,84,1119,6,1
5,94,93,3330,4,1
10,84,33,1523,1,1
6,74,69,3416,5,1
0,70,99,1066,7,1
3,91,83,465,9,1
12,92,57,649,7,1
0,40,31,1262,7,0
5,66,72,976,10,1
12,41,48,2150,10,1
3,48,75,574,2,1
0,59,45,1421,6,1
8,22,62,1298,9,1
11,68,57,3341,1,1
3,44,60,667,2,1
11,30,90,3530,4,1
5,94,71,1377,10,1
12,67,100,2129,10,1
6,51,57,3533,7,1
7,22,56,1383,8,1
11,64,55,861,5,1
12,39,87,1955,7,1
10,39,90,245,5,1
8,70,39,2733,3,1
8,100,55,1359,8,1
7,39,100,1689,10,1
9,33,66,1328,3,1
10,99,33,960,8,1
11,51,86,1559,4,1
11,91,51,1958,6,1
2,61,74,2552,1,0
11,99,85,2282,2,1
1,58,40,1971,5,0
4,57,48,1073,1,1
0,83,47,1559,1,0
2,23,41,2653,2,0
0,82,52,1608,8,1
12,80,89,3511,6,1
2,97,69,1332,6,1
12,24,89,852,6,1
3,85,73,2225,7,1
6,64,83,1388,6,1
11,69,83,816,4,1
11,22,96,3036,5,1
4,42,80,3009,7,1
4,30,47,1957,6,1
12,57,35,570,5,1
0,75,80,2274,5,1
7,54,66,624,8,1
12,84,37,1113,6,1
3,25,100,737,6,1
9,89,79,2572,2,1
4,59,90,1933,9,1
1,54,76,2694,7,1
11,32,49,2461,7,1
12,44,100,1598,10,1
0,100,30,1978,10,1
8,97,53,696,7,1
1,86,83,2233,7,1
5,87,82,551,9,1
0,66,82,1946,8,1
0,74,93,2858,5,1
8,62,96,2915,1,1
3,21,71,2083,8,1
8,64,74,535,4,1
10,67,37,2526,7,1
4,81,76,1629,1,1
6,57,50,432,10,1
0,66,84,815,7,1
5,23,88,3401,10,1
7,79,75,904,7,1
0,68,40,2452,4,0
8,95,66,2594,6,1
2,53,87,1477,7,1
0,63,83,1837,5,1
0,75,49,2596,5,1
12,61,48,472,4,1
10,69,97,665,4,1
5,88,32,2161,3,1
10,52,78,744,7,1
5,86,85,2043,5,1
0,61,42,898,10,1
2,63,100,283,8,1
6,87,36,2383,9,1
9,76,92,1354,7,1
2,55,93,3312,6,1
2,60,91,270,6,1
2,75,31,2980,3,0
11,22,81,3447,9,1
6,75,76,2182,3,1
3,75,73,998,3,1
3,84,84,3033,1,1
2,58,50,1294,10,1
9,59,77,1770,1,1
10,58,78,3497,8,1
8,46,43,975,6,1
1,86,97,357,6,1
3,84,33,176,7,1
7,93,53,1660,8,1
5,22,49,3033,9,1
6,22,83,2535,8,1
12,56,63,2913,10,1
6,39,52,631,2,1
1,30,97,2886,10,1
3,43,66,609,6,1
9,89,48,893,5,1
9,84,59,2103,8,1
5,93,54,291,7,1
2,51,74,3175,3,0
8,81,37,2542,4,1
12,74,47,1370,7,1
3,55,42,1023,3,1
9,85,89,368,2,1
12,56,47,2955,1,1
1,33,55,2638,1,0
5,65,44,1539,10,1
0,96,75,3030,8,1
5,75,80,3293,7,1
12,69,82,1831,6,1
11,80,72,2963,4,1
9,36,37,772,5,1
0,46,55,442,9,1
7,73,41,399,9,1
4,48,77,338,4,1
5,32,35,3024,9,1
1,68,92,2446,2,1
1,44,38,538,5,0
11,42,38,2003,2,1
8,45,76,1546,10,1
2,67,64,2126,1,0
5,55,90,3097,8,1
9,25,67,2476,8,1
4,99,59,3063,4,1
11,93,50,3330,2,1
3,58,49,1378,5,1
9,76,52,2267,3,1
1,85,53,2070,7,1
7,29,39,2128,9,1
9,91,66,3052,9,1
6,28,43,3523,1,0
10,96,93,951,8,1
1,91,83,2480,5,1
5,46,44,483,5,1
7,65,95,2256,6,1
6,82,36,1148,6,1
0,61,85,2283,6,1
4,60,53,3267,6,1
1,53,31,655,10,1
5,49,54,2236,4,1
6,63,70,3151,1,1
6,99,53,2639,9,1
2,20,48,3001,1,0
6,64,56,1881,3,1
4,66,75,1366,4,1
7,49,31,1105,10,1
11,41,61,1556,5,1
7,34,50,1387,2,1
6,57,32,3561,9,1
5,42,72,1363,4,1
1,50,44,3349,7,0
5,76,50,1761,7,1
12,100,37,1933,9,1
11,54,71,3561,1,1
10,85,32,3395,1,1
8,72,41,2671,5,1
1,50,51,2867,6,0
0,45,58,2533,5,0
10,50,96,214,10,1
12,91,59,2623,2,1
4,99,41,466,7,1
10,31,67,2106,5,1
5,72,65,488,8,1
2,75,60,3192,3,0
7,81,80,825,10,1
6,63,63,2069,7,1
1,77,68,2653,3,1
11,96,43,485,5,1
6,84,32,537,9,1
0,32,94,3404,4,0
8,80,82,810,4,1
12,87,33,338,8,1
6,70,97,1777,2,1
5,81,57,2625,6,1
12,67,34,861,7,1
1,82,96,2499,5,1
2,91,66,1736,9,1
0,91,91,2154,3,1
9,70,39,3092,8,1
12,43,95,1236,10,1
4,59,89,3440,7,1
8,48,48,2194,5,1
12,92,49,2191,3,1
5,36,94,1684,2,1
4,20,50,2700,7,0
11,20,52,3378,6,1
2,44,44,2075,5,0
4,60,94,2460,5,1
7,42,45,3347,1,1
11,37,49,2208,6,1
1,47,47,3416,2,0
4,31,33,3565,8,1
5,68,94,1985,9,1
9,100,54,2393,8,1
7,35,32,336,7,1
7,46,30,2630,5,1
4,72,33,752,3,1
8,55,58,626,9,1
3,26,72,1871,2,0
11,53,100,1102,3,1
8,84,75,2043,4,1
10,23,100,1761,3,1
6,45,38,1843,8,1
5,39,54,456,5,1
3,70,51,561,1,1
1,96,48,3451,9,1
7,29,71,3527,5,1
5,27,39,2111,5,1
11,37,45,1716,7,1
2,36,62,2195,8,1
6,88,35,1735,6,1
9,49,45,2248,6,1
6,58,40,230,3,1
5,80,61,3568,4,1
1,43,57,891,6,1
7,100,88,2174,5,1
0,54,85,509,5,1
12,98,53,3396,2,1
0,80,87,1273,4,1
5,94,31,3246,3,1
4,91,71,3231,1,1
8,34,81,2596,3,1
12,55,79,1618,2,1
11,74,76,1493,6,1
6,56,81,2232,9,1
1,81,84,2569,10,1
12,83,78,3210,1,1
11,58,44,719,4,1
6,94,84,3239,3,1
2,31,46,786,3,1
0,91,51,452,9,1
10,27,49,1012,1,1
7,60,87,2887,10,1
11,88,84,1958,5,1
2,93,48,1846,1,1
10,22,41,968,8,1
7,62,63,3465,7,1
6,56,84,3063,5,1
11,76,73,712,6,1
1,44,70,459,4,1
12,23,53,1850,9,1
0,77,65,2988,5,1
6,56,49,1071,5,1
12,27,54,441,5,1
0,28,98,3215,6,0
5,98,82,2257,7,1
12,20,66,1487,10,1
10,32,44,2255,8,1
9,87,50,1003,10,1
10,35,94,1357,9,1
9,63,66,2679,10,1
7,84,59,2516,7,1
6,33,89,1230,3,1
3,45,97,906,6,1
0,51,65,1736,9,1
0,21,74,2414,6,0
3,35,32,2649,9,1
4,68,46,1845,1,1
11,94,63,873,8,1
6,42,41,2823,7,1
3,79,98,3338,8,1
9,85,47,1599,1,1
11,39,34,1403,6,1
0,93,40,1722,4,1
10,37,100,1819,7,1
9,78,34,605,1,1
6,50,99,142,4,1
1,23,63,2656,6,0
12,46,40,929,3,1
10,37,67,2476,7,1
1,82,46,2771,10,1
7,90,31,3286,10,1
11,38,76,1740,6,1
9,58,42,2424,5,1
9,85,69,1936,6,1
9,97,78,3075,2,1
4,65,100,3234,9,1
9,57,46,3120,3,1
1,86,47,3336,4,1
4,48,43,2457,1,0
7,76,73,279,8,1
5,67,95,783,3,1
2,71,41,643,4,1
7,67,91,2867,4,1
8,80,41,568,2,1
4,86,90,470,5,1
12,67,49,533,7,1
1,27,68,2688,4,0
1,93,50,2757,9,1
6,86,85,2136,3,1
0,33,44,1662,3,0
9,66,46,1213,3,1
11,43,66,2775,10,1
1,81,34,2400,1,0
9,77,80,3451,2,1
3,53,96,830,3,1
0,50,38,401,1,0
3,67,40,1068,3,1
12,64,64,2276,9,1
11,48,76,1771,4,1
10,48,45,408,3,1
12,82,95,1287,9,1
9,67,35,3263,5,1
4,31,50,1504,3,0
8,97,31,2409,7,1
0,46,79,3448,1,0
11,66,55,937,4,1
4,85,73,1657,1,1
1,56,62,407,6,1
8,64,42,1544,8,1
5,76,33,687,8,1
1,37,70,1419,4,0
2,32,79,2753,6,1
7,92,30,3397,6,1
0,48,81,2915,7,1
11,75,68,3082,6,1
2,93,100,1648,6,1
12,39,94,1856,2,1
9,48,61,3184,3,1
0,25,60,3596,2,0
10,45,87,3024,5,1
10,80,69,202,8,1
7,62,95,1219,1,1
0,66,49,452,1,0
12,45,81,1528,9,1
4,100,54,1735,10,1
3,20,61,362,8,1
6,92,82,2181,4,1
4,45,88,2820,3,1
7,83,73,3183,2,1
11,81,61,454,3,1
10,25,31,3562,5,1
0,81,31,3467,3,0
4,85,49,1874,10,1
3,61,92,2296,3,1
2,46,86,291,10,1
4,84,46,3415,7,1
9,49,92,2742,4,1
2,84,66,2918,2,0
7,66,41,434,9,1
12,51,100,1010,3,1
2,53,98,1206,9,1
0,66,82,1580,5,1
8,33,88,3039,5,1
